[ElemU 0]
POI_BUF: 
     29     11      2        1      0.5
     30     11      2        1      0.5
     31     11      1        1    0.749
[ElemU 9]
POI_BUF: 
      0      4      0    0.249    0.499
      1      4      1     0.25    0.499
      2      5      1     0.25    0.499
      3      5      0    0.499    0.499
      4      5      0    0.499    0.499
      5      5      1    0.499      0.5
      6      9      1    0.499      0.5
      7      9      0    0.499    0.749
      8      8      0    0.249    0.749
      9      8      1     0.25    0.749
     10      9      1     0.25    0.749
     11      9      0    0.499    0.749
     12      4      0    0.249    0.499
     13      4      1    0.249      0.5
     14      8      1    0.249      0.5
     15      8      0    0.249    0.749
     16      4      1    0.249      0.5
     17      4      2     0.25      0.5
     18      4      2     0.25      0.5
     19      4      1     0.25    0.499
     20      5      1    0.499      0.5
     21      5      2     0.25      0.5
     22      5      2     0.25      0.5
     23      5      1     0.25    0.499
     24      9      1    0.499      0.5
     25      9      2     0.25      0.5
     26      9      2     0.25      0.5
     27      9      1     0.25    0.749
     28      8      1    0.249      0.5
     29      8      2     0.25      0.5
     30      8      2     0.25      0.5
     31      8      1     0.25    0.749
[ElemU 10]
POI_BUF: 
      0      5      0    0.499    0.499
      1      5      1      0.5    0.499
      2      6      1      0.5    0.499
      3      6      0    0.749    0.499
      4      6      0    0.749    0.499
      5      6      1    0.749      0.5
      6     10      1    0.749      0.5
      7     10      0    0.749    0.749
      8      9      0    0.499    0.749
      9      9      1      0.5    0.749
     10     10      1      0.5    0.749
     11     10      0    0.749    0.749
     12      5      0    0.499    0.499
     13      5      1    0.499      0.5
     14      9      1    0.499      0.5
     15      9      0    0.499    0.749
     16      5      1    0.499      0.5
     17      5      2      0.5      0.5
     18      5      2      0.5      0.5
     19      5      1      0.5    0.499
     20      6      1    0.749      0.5
     21      6      2      0.5      0.5
     22      6      2      0.5      0.5
     23      6      1      0.5    0.499
     24     10      1    0.749      0.5
     25     10      2      0.5      0.5
     26     10      2      0.5      0.5
     27     10      1      0.5    0.749
     28      9      1    0.499      0.5
     29      9      2      0.5      0.5
     30      9      2      0.5      0.5
     31      9      1      0.5    0.749
[ElemU 11]
POI_BUF: 
      0      6      0    0.749    0.499
      1      6      1     0.75    0.499
      2      7      1     0.75    0.499
      3      7      0    0.999    0.499
      4      7      0    0.999    0.499
      5      7      1    0.999      0.5
      6     11      1    0.999      0.5
      7     11      0    0.999    0.749
      8     10      0    0.749    0.749
      9     10      1     0.75    0.749
     10     11      1     0.75    0.749
     11     11      0    0.999    0.749
     12      6      0    0.749    0.499
     13      6      1    0.749      0.5
     14     10      1    0.749      0.5
     15     10      0    0.749    0.749
     16      6      1    0.749      0.5
     17      6      2     0.75      0.5
     18      6      2     0.75      0.5
     19      6      1     0.75    0.499
     20      7      1    0.999      0.5
     21      7      2     0.75      0.5
     22      7      2     0.75      0.5
     23      7      1     0.75    0.499
     24     11      1    0.999      0.5
     25     11      2     0.75      0.5
     26     11      2     0.75      0.5
     27     11      1     0.75    0.749
     28     10      1    0.749      0.5
     29     10      2     0.75      0.5
     30     10      2     0.75      0.5
     31     10      1     0.75    0.749
[ElemU 12]
POI_BUF: 
      0     11      0    0.999    0.749
      1     11      1        1    0.749
      2      8      1        0    0.749
      3      8      0    0.249    0.749
      4      8      0    0.249    0.749
      5      8      1    0.249     0.75
      6     12      1    0.249     0.75
      7     12      0    0.249    0.999
      8     15      0    0.999    0.999
      9     15      1        1    0.999
     10     12      1        0    0.999
     11     12      0    0.249    0.999
     12     11      0    0.999    0.749
     13     11      1    0.999     0.75
     14     15      1    0.999     0.75
     15     15      0    0.999    0.999
     16     11      1    0.999     0.75
     17     11      2        1     0.75
     18     11      2        1     0.75
     19     11      1        1    0.749
     20      8      1    0.249     0.75
     21      8      2        0     0.75
     22      8      2        0     0.75
     23      8      1        0    0.749
     24     12      1    0.249     0.75
     25     12      2        0     0.75
     26     12      2        0     0.75
     27     12      1        0    0.999
     28     15      1    0.999     0.75
     29     15      2        1     0.75
     30     15      2        1     0.75
     31     15      1        1    0.999
[ElemU 13]
POI_BUF: 
      0      8      0    0.249    0.749
      1      8      1     0.25    0.749
      2      9      1     0.25    0.749
      3      9      0    0.499    0.749
      4      9      0    0.499    0.749
      5      9      1    0.499     0.75
      6     13      1    0.499     0.75
      7     13      0    0.499    0.999
      8     12      0    0.249    0.999
      9     12      1     0.25    0.999
     10     13      1     0.25    0.999
     11     13      0    0.499    0.999
     12      8      0    0.249    0.749
     13      8      1    0.249     0.75
     14     12      1    0.249     0.75
     15     12      0    0.249    0.999
     16      8      1    0.249     0.75
     17      8      2     0.25     0.75
     18      8      2     0.25     0.75
     19      8      1     0.25    0.749
     20      9      1    0.499     0.75
     21      9      2     0.25     0.75
     22      9      2     0.25     0.75
     23      9      1     0.25    0.749
     24     13      1    0.499     0.75
     25     13      2     0.25     0.75
     26     13      2     0.25     0.75
     27     13      1     0.25    0.999
     28     12      1    0.249     0.75
     29     12      2     0.25     0.75
     30     12      2     0.25     0.75
     31     12      1     0.25    0.999
[ElemU 14]
POI_BUF: 
      0      9      0    0.499    0.749
      1      9      1      0.5    0.749
      2     10      1      0.5    0.749
      3     10      0    0.749    0.749
      4     10      0    0.749    0.749
      5     10      1    0.749     0.75
      6     14      1    0.749     0.75
      7     14      0    0.749    0.999
      8     13      0    0.499    0.999
      9     13      1      0.5    0.999
     10     14      1      0.5    0.999
     11     14      0    0.749    0.999
     12      9      0    0.499    0.749
     13      9      1    0.499     0.75
     14     13      1    0.499     0.75
     15     13      0    0.499    0.999
     16      9      1    0.499     0.75
     17      9      2      0.5     0.75
     18      9      2      0.5     0.75
     19      9      1      0.5    0.749
     20     10      1    0.749     0.75
     21     10      2      0.5     0.75
     22     10      2      0.5     0.75
     23     10      1      0.5    0.749
     24     14      1    0.749     0.75
     25     14      2      0.5     0.75
     26     14      2      0.5     0.75
     27     14      1      0.5    0.999
     28     13      1    0.499     0.75
     29     13      2      0.5     0.75
     30     13      2      0.5     0.75
     31     13      1      0.5    0.999
[ElemU 15]
POI_BUF: 
      0     10      0    0.749    0.749
      1     10      1     0.75    0.749
      2     11      1     0.75    0.749
      3     11      0    0.999    0.749
      4     11      0    0.999    0.749
      5     11      1    0.999     0.75
      6     15      1    0.999     0.75
      7     15      0    0.999    0.999
      8     14      0    0.749    0.999
      9     14      1     0.75    0.999
     10     15      1     0.75    0.999
     11     15      0    0.999    0.999
     12     10      0    0.749    0.749
     13     10      1    0.749     0.75
     14     14      1    0.749     0.75
     15     14      0    0.749    0.999
     16     10      1    0.749     0.75
     17     10      2     0.75     0.75
     18     10      2     0.75     0.75
     19     10      1     0.75    0.749
     20     11      1    0.999     0.75
     21     11      2     0.75     0.75
     22     11      2     0.75     0.75
     23     11      1     0.75    0.749
     24     15      1    0.999     0.75
     25     15      2     0.75     0.75
     26     15      2     0.75     0.75
     27     15      1     0.75    0.999
     28     14      1    0.749     0.75
     29     14      2     0.75     0.75
     30     14      2     0.75     0.75
     31     14      1     0.75    0.999
